,propBoutIEI,propBoutIEI_pitch,boutFreq
count,55221.0,55221.0,55221.0
mean,3.065332662207457,8.06523646216097,0.6831066034943208
std,3.467946073111945,13.07085810421738,0.5600136851876094
min,0.21686746987951808,-46.83468008333333,0.01289921516823374
25%,1.0542168674698795,-1.422643125475285,0.26307448494453245
50%,1.891566265060241,6.539136644012948,0.5286624203821656
75%,3.8012048192771086,17.064999047330097,0.9485714285714285
max,77.52409638554217,84.72584400000001,4.611111111111111
