,propBoutIEI,propBoutIEI_pitch,boutFreq
count,60470.0,60470.0,60470.0
mean,3.317123795330154,6.08365274163301,0.6305016594495052
std,3.715674743437972,11.236708041248257,0.5540231364747698
min,0.21084337349397592,-34.016804803571425,0.011690964152405099
25%,1.1987951807228916,-2.4560327126768717,0.24962406015037594
50%,2.1325301204819276,4.830308247525345,0.4689265536723164
75%,4.006024096385542,14.107692551045817,0.8341708542713567
max,85.53614457831326,75.543106,4.742857142857143
